Entity	Relation	Value	Iteration of Promotion	Probability	Source	Entity literalStrings	Value literalStrings	Best Entity literalString	Best Value literalString	Categories for Entity	Categories for Value	Candidate Source
concept:person:carlos_dias	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Carlos%20Dias	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Carlos Dias" 	"http://en.wikipedia.org/wiki/Carlos%20Dias" 	Carlos Dias	http://en.wikipedia.org/wiki/Carlos%20Dias			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:actor:russell_dykstra	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Russell%20Dykstra	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"russell dykstra" "Russell Dykstra" 	"http://en.wikipedia.org/wiki/Russell%20Dykstra" 	russell dykstra	http://en.wikipedia.org/wiki/Russell%20Dykstra			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:mountain:seekarkreuz	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Seekarkreuz	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Seekarkreuz" 	"http://en.wikipedia.org/wiki/Seekarkreuz" 	Seekarkreuz	http://en.wikipedia.org/wiki/Seekarkreuz			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:musicartist:david_lamotte	concept:haswikipediaurl	http://en.wikipedia.org/wiki/David%20LaMotte	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"David LaMotte" 	"http://en.wikipedia.org/wiki/David%20LaMotte" 	David LaMotte	http://en.wikipedia.org/wiki/David%20LaMotte			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:museum:santa_barbara_botanic_garden	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Santa%20Barbara%20Botanic%20Garden	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Santa Barbara Botanic Garden" 	"http://en.wikipedia.org/wiki/Santa%20Barbara%20Botanic%20Garden" 	Santa Barbara Botanic Garden	http://en.wikipedia.org/wiki/Santa%20Barbara%20Botanic%20Garden			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:comedian:hubcap_comedy_festival	concept:haswikipediaurl	http://en.wikipedia.org/wiki/HubCap%20Comedy%20Festival	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"HubCap Comedy Festival" 	"http://en.wikipedia.org/wiki/HubCap%20Comedy%20Festival" 	HubCap Comedy Festival	http://en.wikipedia.org/wiki/HubCap%20Comedy%20Festival			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:aquarium:pensthorpe_nature_reserve	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Pensthorpe%20Nature%20Reserve	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Pensthorpe Nature Reserve" 	"http://en.wikipedia.org/wiki/Pensthorpe%20Nature%20Reserve" 	Pensthorpe Nature Reserve	http://en.wikipedia.org/wiki/Pensthorpe%20Nature%20Reserve			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:comedian:jean_pierre_kalfon	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Jean%2DPierre%20Kalfon	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Jean-Pierre KALFON" "Jean-Pierre Kalfon" 	"http://en.wikipedia.org/wiki/Jean%2DPierre%20Kalfon" 	Jean-Pierre KALFON	http://en.wikipedia.org/wiki/Jean%2DPierre%20Kalfon			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:mountain:hamarinn	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Loki%2DF%C3%B6grufj%C3%B6ll	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Hamarinn" 	"http://en.wikipedia.org/wiki/Loki%2DF%C3%B6grufj%C3%B6ll" 	Hamarinn	http://en.wikipedia.org/wiki/Loki%2DF%C3%B6grufj%C3%B6ll			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:drug:pascolizumab	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Pascolizumab	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Pascolizumab" 	"http://en.wikipedia.org/wiki/Pascolizumab" 	Pascolizumab	http://en.wikipedia.org/wiki/Pascolizumab			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:lake:go_home_lake	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Go%20Home%20Lake	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Go Home Lake" 	"http://en.wikipedia.org/wiki/Go%20Home%20Lake" 	Go Home Lake	http://en.wikipedia.org/wiki/Go%20Home%20Lake			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:visualartist:alison_krause	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Allison%20Krause	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Alison Krause" 	"http://en.wikipedia.org/wiki/Allison%20Krause" 	Alison Krause	http://en.wikipedia.org/wiki/Allison%20Krause			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:coach:konstantin_rudenko	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Konstantin%20Rudenko	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Konstantin Rudenko" 	"http://en.wikipedia.org/wiki/Konstantin%20Rudenko" 	Konstantin Rudenko	http://en.wikipedia.org/wiki/Konstantin%20Rudenko			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:televisionstation:professor_kool	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Professor%20Kool	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Professor Kool" 	"http://en.wikipedia.org/wiki/Professor%20Kool" 	Professor Kool	http://en.wikipedia.org/wiki/Professor%20Kool			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:park:queen_s_pier	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Queen's%20Pier	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Queen's Pier" 	"http://en.wikipedia.org/wiki/Queen's%20Pier" 	Queen's Pier	http://en.wikipedia.org/wiki/Queen's%20Pier			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:park:apple_disk_image	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Apple%20Disk%20Image	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Apple Disk Image" 	"http://en.wikipedia.org/wiki/Apple%20Disk%20Image" 	Apple Disk Image	http://en.wikipedia.org/wiki/Apple%20Disk%20Image			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:musicsong:our_best	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Unsere%20Besten	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Our Best" 	"http://en.wikipedia.org/wiki/Unsere%20Besten" 	Our Best	http://en.wikipedia.org/wiki/Unsere%20Besten			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:country:offing	concept:latitudelongitude	-53.8333300000000,-70.3833300000000	995	1.0	MBL-Iter%3A995-2016%2F05%2F20-21%3A37%3A48-From+ErrorBasedIntegrator+%28LatLong%28offing%2C-53.8333300000000%2C-70.3833300000000%29%29	"offing" 	"-53.8333300000000,-70.3833300000000" 	offing	-53.8333300000000,-70.3833300000000			%5BLatLong-Iter%3A170-2010%2F11%2F18-21%3A27%3A54-%3Ctoken%3Doffing%2C-53.8333300000000%2C-70.3833300000000%3E-isla+offing%40-53.833%2C-70.383%5D
concept:book:three_seconds	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Three%20Seconds	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"three seconds" "Three Seconds" 	"http://en.wikipedia.org/wiki/Three%20Seconds" 	three seconds	http://en.wikipedia.org/wiki/Three%20Seconds			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personnorthamerica:margia_dean	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Margia%20Dean	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Margia Dean" 	"http://en.wikipedia.org/wiki/Margia%20Dean" 	Margia Dean	http://en.wikipedia.org/wiki/Margia%20Dean			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:software:blue_force	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Blue%20Force	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Blue Force" 	"http://en.wikipedia.org/wiki/Blue%20Force" 	Blue Force	http://en.wikipedia.org/wiki/Blue%20Force			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:musicalbum:absolute_garbage	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Absolute%20Garbage	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Absolute Garbage" 	"http://en.wikipedia.org/wiki/Absolute%20Garbage" 	Absolute Garbage	http://en.wikipedia.org/wiki/Absolute%20Garbage			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:actor:gordon_greene	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Gordon%20C%2E%20Greene	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Gordon Greene" 	"http://en.wikipedia.org/wiki/Gordon%20C%2E%20Greene" 	Gordon Greene	http://en.wikipedia.org/wiki/Gordon%20C%2E%20Greene			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:building:robertson_gymnasium	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Robertson%20Gymnasium	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Robertson Gymnasium" 	"http://en.wikipedia.org/wiki/Robertson%20Gymnasium" 	Robertson Gymnasium	http://en.wikipedia.org/wiki/Robertson%20Gymnasium			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:blog:dick_wright	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Dick%20Wright	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Dick Wright" 	"http://en.wikipedia.org/wiki/Dick%20Wright" 	Dick Wright	http://en.wikipedia.org/wiki/Dick%20Wright			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personus:lavinia__andru	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Lavinia%20%C5%9Eandru	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Lavinia Şandru" 	"http://en.wikipedia.org/wiki/Lavinia%20%C5%9Eandru" 	Lavinia Şandru	http://en.wikipedia.org/wiki/Lavinia%20%C5%9Eandru			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:sportsgame:n1991_daytona_500	concept:haswikipediaurl	http://en.wikipedia.org/wiki/1991%20Daytona%20500	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"1991 Daytona 500" 	"http://en.wikipedia.org/wiki/1991%20Daytona%20500" 	1991 Daytona 500	http://en.wikipedia.org/wiki/1991%20Daytona%20500			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personmexico:dolores_camarillo	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Dolores%20Camarillo	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Dolores Camarillo" 	"http://en.wikipedia.org/wiki/Dolores%20Camarillo" 	Dolores Camarillo	http://en.wikipedia.org/wiki/Dolores%20Camarillo			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:chef:matt_tebbutt	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Matt%20Tebbutt	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Matt Tebbutt" "matt_tebbutt" 	"http://en.wikipedia.org/wiki/Matt%20Tebbutt" 	Matt Tebbutt	http://en.wikipedia.org/wiki/Matt%20Tebbutt			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:televisionshow:chef_school	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Chef%20School	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Chef School" "Chef school" 	"http://en.wikipedia.org/wiki/Chef%20School" 	Chef School	http://en.wikipedia.org/wiki/Chef%20School			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:bridge:stave_church	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Stave%20church	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"stave church" "Stave church" 	"http://en.wikipedia.org/wiki/Stave%20church" 	stave church	http://en.wikipedia.org/wiki/Stave%20church			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personmexico:vic_mercredi	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Vic%20Mercredi	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Vic Mercredi" 	"http://en.wikipedia.org/wiki/Vic%20Mercredi" 	Vic Mercredi	http://en.wikipedia.org/wiki/Vic%20Mercredi			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:astronaut:hattem	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Hattem	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Hattem" 	"http://en.wikipedia.org/wiki/Hattem" 	Hattem	http://en.wikipedia.org/wiki/Hattem			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:mollusk:rhinoceros_of_versailles	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Rhinoceros%20of%20Versailles	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Rhinoceros of Versailles" 	"http://en.wikipedia.org/wiki/Rhinoceros%20of%20Versailles" 	Rhinoceros of Versailles	http://en.wikipedia.org/wiki/Rhinoceros%20of%20Versailles			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:musician:criteria_studios	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Criteria%20Studios	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Criteria Studios" 	"http://en.wikipedia.org/wiki/Criteria%20Studios" 	Criteria Studios	http://en.wikipedia.org/wiki/Criteria%20Studios			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:island:orzola	concept:latitudelongitude	29.2166700000000,-13.4500000000000	995	1.0	MBL-Iter%3A995-2016%2F05%2F20-21%3A37%3A48-From+ErrorBasedIntegrator+%28LatLong%28orzola%2C29.2166700000000%2C-13.4500000000000%29%2C+LatLongTT%28orzola%2C29.2166700000000%2C-13.4500000000000%29%29	"Orzola" 	"29.2166700000000,-13.4500000000000" 	Orzola	29.2166700000000,-13.4500000000000			%5BLatLong-Iter%3A170-2010%2F11%2F18-21%3A27%3A54-%3Ctoken%3Dorzola%2C29.2166700000000%2C-13.4500000000000%3E-orzola%4029.217%2C-13.450%2C+LatLongTT-Iter%3A565-2012%2F05%2F10-22%3A07%3A25-%3Ctoken%3Dorzola%2C29.2166700000000%2C-13.4500000000000%3E-geonames%3A++orzola%4029.217%2C-13.450%5D
concept:person:kim_bokamper	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Kim%20Bokamper	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Kim Bokamper" "kim bokamper" 	"http://en.wikipedia.org/wiki/Kim%20Bokamper" 	Kim Bokamper	http://en.wikipedia.org/wiki/Kim%20Bokamper			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:visualizablething:fontainebleau	concept:locationlocatedwithinlocation	concept:city:vegas	973	0.9375	MBL-Iter%3A973-2016%2F01%2F26-12%3A42%3A53-From+ErrorBasedIntegrator+%28CPL%28fontainebleau%2Cvegas%29%29	"fontainebleau" "Fontainebleau" 	"Vegas" "vegas" "VEGAS" 	fontainebleau	Vegas		 concept:city	%5BCPL-Iter%3A667-2012%2F12%2F09-07%3A05%3A24-%3Ctoken%3Dfontainebleau%2Cvegas%3E-arg1+Hotel+and+Casino+in+Las+arg2%091%09arg1+Casino+Resort+in+Las+arg2%091%09arg1+Tower+in+Las+arg2%091%09arg1+hotel+and+casino+in+Las+arg2%091%5D
concept:visualizablething:fontainebleau	concept:subpartof	concept:traditionalgame:vegas	973	0.9375	MBL-Iter%3A973-2016%2F01%2F26-12%3A42%3A53-From+ErrorBasedIntegrator+%28CPL%28fontainebleau%2Cvegas%29%29	"fontainebleau" "Fontainebleau" 	"Vegas" "vegas" "VEGAS" 	fontainebleau	Vegas			%5BCPL-Iter%3A667-2012%2F12%2F09-07%3A05%3A24-%3Ctoken%3Dfontainebleau%2Cvegas%3E-arg1+Hotel+and+Casino+in+Las+arg2%091%09arg1+Casino+Resort+in+Las+arg2%091%09arg1+Tower+in+Las+arg2%091%09arg1+hotel+and+casino+in+Las+arg2%091%5D
concept:musician:vince_vogel	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Vince%20Vogel	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Vince Vogel" 	"http://en.wikipedia.org/wiki/Vince%20Vogel" 	Vince Vogel	http://en.wikipedia.org/wiki/Vince%20Vogel			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:visualartist:lazzaro_baldi	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Lazzaro%20Baldi	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"lazzaro baldi" "Lazzaro Baldi" 	"http://en.wikipedia.org/wiki/Lazzaro%20Baldi" 	lazzaro baldi	http://en.wikipedia.org/wiki/Lazzaro%20Baldi			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
concept:personaustralia:christian_ribeiro	concept:haswikipediaurl	http://en.wikipedia.org/wiki/Christian%20Ribeiro	710	0.95	MBL-Iter%3A710-2013%2F03%2F13-12%3A17%3A37-From+ErrorBasedIntegrator+%28AliasMatcher%28%2C%29%29	"Christian Ribeiro" 	"http://en.wikipedia.org/wiki/Christian%20Ribeiro" 	Christian Ribeiro	http://en.wikipedia.org/wiki/Christian%20Ribeiro			%5BAliasMatcher-Iter%3A621-2012%2F08%2F03-10%3A35%3A59-%3Ctoken%3D%3E-Freebase+7%2F9%2F2012%5D
